"Database Name","Species","Authority","Habitat","Organism Type","Common Name","Description","IUIS Name","Accession","Length","Link","Route of allergen exposure","Group1","Allergenecity","Gene ID","Biochemical Name","MW(SDS-PAGE)","Source"
"Compare ","Blattella germanica","?(Linnaeus)","Terristorial","Animal","German cockroach","allergen Bla g 3 isoform 1 precursor [Blattella germanica]","IUIS Name not found","ACY40650.1","657","http://db.comparedatabase.org/allergens/view/ACY40650.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Blattella germanica","?(Linnaeus)","Terristorial","Animal","German cockroach","allergen Bla g 3 isoform 2 precursor [Blattella germanica]","IUIS Name not found","ACY40651.1","657","http://db.comparedatabase.org/allergens/view/ACY40651.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Blattella germanica","?(Linnaeus)","Terristorial","Animal","German cockroach","Bla g 4 allergen [Blattella germanica]","IUIS Name not found","ACJ37389.1","181","http://db.comparedatabase.org/allergens/view/ACJ37389.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Blattella germanica","?(Linnaeus)","Terristorial","Animal","German cockroach","arginine kinase [Blattella germanica]","IUIS Name not found","ACM24358.1","356","http://db.comparedatabase.org/allergens/view/ACM24358.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Blattella germanica","?(Linnaeus)","Terristorial","Animal","German cockroach","Bla g 4 allergen [Blattella germanica]","IUIS Name not found","ABP04043.1","182","http://db.comparedatabase.org/allergens/view/ABP04043.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Blattella germanica","?(Linnaeus)","Terristorial","Animal","German cockroach","Bla g 5 variant allergen [Blattella germanica]","IUIS Name not found","ABP04044.1","200","http://db.comparedatabase.org/allergens/view/ABP04044.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Blattella germanica","?(Linnaeus)","Terristorial","Animal","German cockroach","Bla g 2 allergen variant [Blattella germanica]","IUIS Name not found","ABP35603.1","352","http://db.comparedatabase.org/allergens/view/ABP35603.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Blattella germanica","?(Linnaeus)","Terristorial","Animal","German cockroach","troponin C","Bla g 6","ABB89296.1","151","http://db.comparedatabase.org/allergens/view/ABB89296.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Blattella germanica","?(Linnaeus)","Terristorial","Animal","German cockroach","troponin C","Bla g 6","ABB89297.1","151","http://db.comparedatabase.org/allergens/view/ABB89297.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Blattella germanica","?(Linnaeus)","Terristorial","Animal","German cockroach","troponin C","Bla g 6","ABB89298.1","154","http://db.comparedatabase.org/allergens/view/ABB89298.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Blattella germanica","?(Linnaeus)","Terristorial","Animal","German cockroach","36 kda allergen {peptide 143-111} [Blattella germanica=German cockroaches, Peptide Partial, 20 aa]","IUIS Name not found","AAB29344.1","20","http://db.comparedatabase.org/allergens/view/AAB29344.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Blattella germanica","?(Linnaeus)","Terristorial","Animal","German cockroach","36 kda allergen {peptide 143-115} [Blattella germanica=German cockroaches, Peptide Partial, 25 aa]","IUIS Name not found","AAB29345.1","25","http://db.comparedatabase.org/allergens/view/AAB29345.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Blattella germanica","?(Linnaeus)","Terristorial","Animal","German cockroach","allergen Bla g 4","IUIS Name not found","AAA87851.1","182","http://db.comparedatabase.org/allergens/view/AAA87851.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Blattella germanica","?(Linnaeus)","Terristorial","Animal","German cockroach","major allergen Bla g 1.02 [Blattella germanica]","IUIS Name not found","AAD13531.1","492","http://db.comparedatabase.org/allergens/view/AAD13531.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
